"Kod";"Nazwa";"saldo migracji na 1000 osób;ogółem;2016;[osoba]";"saldo migracji na 1000 osób;ogółem;2017;[osoba]";"saldo migracji na 1000 osób;ogółem;2018;[osoba]";"saldo migracji na 1000 osób;ogółem;2019;[osoba]";
2609043;"Koprzywnica (3)";-2,2;-5,6;-5,7;-4,1;
2609052;"Łoniów (2)";2,3;2,9;1,2;-5,4;
2609062;"Obrazów (2)";-5,2;-7,5;-2,7;1,1;
2609072;"Samborzec (2)";-2,0;0,7;-0,8;-5,3;
2609082;"Wilczyce (2)";2,6;-2,4;-8,5;-1,1;
2609093;"Zawichost (3)";-1,3;-8,1;-3,1;-8,3;
2610011;"Skarżysko-Kamienna (1)";-3,9;-3,9;-5,5;-7,3;
2610022;"Bliżyn (2)";-2,9;-0,1;-0,2;-0,7;
2610032;"Łączna (2)";-7,3;-0,6;-1,6;-3,6;
2610042;"Skarżysko Kościelne (2)";-3,1;-2,9;-5,9;-6,6;
2610053;"Suchedniów (3)";-2,2;-4,0;-6,1;-3,8;
2611011;"Starachowice (1)";-3,2;-4,8;-5,5;-6,4;
2611022;"Brody (2)";-1,5;-0,8;1,9;0,1;
2611032;"Mirzec (2)";-2,2;-0,7;0,6;-6,5;
2611042;"Pawłów (2)";-2,7;-0,2;-1,8;-4,0;
2611053;"Wąchock (3)";-2,9;-1,7;-0,1;3,2;
2612012;"Bogoria (2)";-1,3;-4,0;-3,6;-4,5;
2612022;"Łubnice (2)";-5,6;2,9;1,7;0,0;
2612033;"Oleśnica (3)";;;;3,9;
2612043;"Osiek (3)";-5,5;-4,4;0,1;-7,1;
2612053;"Połaniec (3)";-5,4;-8,9;-6,4;-8,7;
2612062;"Rytwiany (2)";7,1;5,3;7,1;-1,4;
2612073;"Staszów (3)";-1,8;-4,7;-3,3;-3,5;
2612083;"Szydłów (3)";;;;-4,5;
2613012;"Kluczewsko (2)";-4,2;-1,0;1,5;-0,4;
2613022;"Krasocin (2)";-0,6;-1,8;-2,0;-3,7;
2613032;"Moskorzew (2)";-2,2;-1,8;-3,3;-6,0;
2613042;"Radków (2)";-2,4;-2,8;2,0;0,4;
2613052;"Secemin (2)";1,4;-3,7;-1,0;-4,2;
2613063;"Włoszczowa (3)";-2,2;-3,0;-3,6;-4,7;
2661011;"Kielce (1)";-1,1;-2,9;-3,0;-2,4;
2801011;"Bartoszyce (1)";-8,1;-6,6;-7,2;-10,1;
2801021;"Górowo Iławeckie (1)";-7,8;-6,9;-11,8;-3,5;
2801032;"Bartoszyce (2)";-4,4;1,5;-6,2;-5,1;
2801043;"Bisztynek (3)";-3,8;-9,9;-10,6;-4,9;
2801052;"Górowo Iławeckie (2)";-4,3;-5,9;-5,8;-4,4;
2801063;"Sępopol (3)";-6,0;-9,8;-9,6;-6,7;
2802011;"Braniewo (1)";-2,3;-4,9;-4,5;-2,5;
2802022;"Braniewo (2)";-8,7;-2,6;-11,6;-10,1;
2802033;"Frombork (3)";-14,4;-5,2;-6,1;-6,4;
2802042;"Lelkowo (2)";-9,0;-12,9;-15,9;-12,6;
2802053;"Pieniężno (3)";-7,3;-8,5;-10,0;-7,4;
2802062;"Płoskinia (2)";-5,1;-8,7;-10,7;1,6;
2802072;"Wilczęta (2)";-4,2;-11,8;-4,0;-14,8;
2803011;"Działdowo (1)";-4,0;-1,9;-3,3;-1,6;
2803022;"Działdowo (2)";2,1;-3,8;0,8;-4,2;
2803032;"Iłowo-Osada (2)";-5,1;-2,2;-5,8;-8,6;
2803043;"Lidzbark (3)";-4,0;-4,8;-3,9;-3,7;
2803052;"Płośnica (2)";-9,3;-0,2;-6,7;-8,7;
2803062;"Rybno (2)";0,5;-8,9;-4,4;-5,3;
2804012;"Elbląg (2)";2,3;4,4;0,0;0,4;
2804022;"Godkowo (2)";-11,4;-10,8;-13,9;-14,2;
2804032;"Gronowo Elbląskie (2)";-5,5;-3,3;-4,5;-0,4;
2804042;"Markusy (2)";-6,2;-7,2;-7,1;-8,6;
2804052;"Milejewo (2)";1,5;0,6;0,6;-1,8;
2804063;"Młynary (3)";-1,8;-11,4;-3,6;-5,2;
2804073;"Pasłęk (3)";-5,3;-2,1;-5,9;-3,6;
2804082;"Rychliki (2)";-2,0;-11,8;-5,7;-11,3;
2804093;"Tolkmicko (3)";5,1;-0,3;-7,9;-5,0;
2805011;"Ełk (1)";5,2;4,9;2,6;1,3;
2805022;"Ełk (2)";5,1;10,9;12,2;15,7;
2805032;"Kalinowo (2)";-13,4;-8,9;-2,7;-9,5;
2805042;"Prostki (2)";-1,2;-10,6;-7,1;-8,1;
2805052;"Stare Juchy (2)";-9,3;-4,7;-6,3;-7,5;
2806011;"Giżycko (1)";-2,1;-2,6;-2,6;-1,8;
2806042;"Giżycko (2)";4,3;5,5;3,1;13,1;
2806052;"Kruklanki (2)";0,6;6,1;-0,6;-7,0;
2806062;"Miłki (2)";-3,4;-4,5;-3,4;-11,2;
2806083;"Ryn (3)";-8,6;-3,6;-5,8;-3,7;
2806102;"Wydminy (2)";-2,3;-6,4;-1,9;-2,7;
2807011;"Iława (1)";1,8;1,8;2,3;1,9;
2807021;"Lubawa (1)";5,6;5,8;3,6;0,6;
2807032;"Iława (2)";-4,7;-1,0;4,1;-4,5;
2807043;"Kisielice (3)";-2,5;-8,7;-8,1;-6,6;
2807052;"Lubawa (2)";-2,2;-3,9;-7,0;-5,2;
2807063;"Susz (3)";-7,5;-7,5;-7,1;-4,0;
2807073;"Zalewo (3)";-5,1;-6,7;-5,1;-6,0;
2808011;"Kętrzyn (1)";-3,4;0,7;-2,8;-4,2;
2808022;"Barciany (2)";-9,6;-14,4;-7,1;-7,2;
2808032;"Kętrzyn (2)";-4,9;-8,8;-9,0;-5,8;
2808043;"Korsze (3)";-7,3;-10,6;-8,1;-11,6;
2808053;"Reszel (3)";-4,6;-8,4;-6,4;-8,3;
2808062;"Srokowo (2)";-10,2;-7,2;-8,3;-7,9;
2809011;"Lidzbark Warmiński (1)";-4,1;-3,2;-2,1;-4,8;
2809022;"Kiwity (2)";-1,5;-12,9;-12,9;-3,6;
2809032;"Lidzbark Warmiński (2)";1,3;-7,3;-6,6;-1,6;
2809042;"Lubomino (2)";-1,1;-4,2;-5,8;-2,0;
2809053;"Orneta (3)";-5,9;-2,0;-5,9;-8,8;
2810011;"Mrągowo (1)";-3,7;-1,4;-6,5;-7,4;
2810023;"Mikołajki (3)";-1,8;-3,5;-7,4;-1,3;
2810032;"Mrągowo (2)";4,0;-3,1;1,9;3,6;
2810042;"Piecki (2)";-4,6;-1,7;-9,9;-4,1;
2810052;"Sorkwity (2)";-6,7;-6,5;-1,3;-4,8;
2811012;"Janowiec Kościelny (2)";-6,5;-9,0;-1,6;-5,6;
2811022;"Janowo (2)";-1,8;-1,8;-8,9;-5,3;
2811032;"Kozłowo (2)";-7,8;-6,0;-17,1;-11,8;
2811043;"Nidzica (3)";-5,1;-4,9;-1,6;-5,2;
2812011;"Nowe Miasto Lubawskie (1)";-5,7;-1,6;-6,0;-10,4;
2812022;"Biskupiec (2)";-6,3;-5,8;-4,4;-9,0;
2812032;"Grodziczno (2)";-6,6;-3,6;-10,6;-3,6;
2812042;"Kurzętnik (2)";-6,2;-2,6;-4,6;0,1;
2812052;"Nowe Miasto Lubawskie (2)";-0,7;-3,9;5,5;0,2;
2813032;"Kowale Oleckie (2)";-7,9;-3,3;-9,3;-9,8;
2813043;"Olecko (3)";-0,6;-0,9;-2,5;-3,3;
2813052;"Świętajno (2)";-5,7;-13,5;-13,9;-6,1;
2813062;"Wieliczki (2)";-0,6;-3,3;-3,0;-14,7;
2814013;"Barczewo (3)";8,2;10,9;9,7;4,6;
2814023;"Biskupiec (3)";-4,1;-3,4;-1,8;-2,7;
2814033;"Dobre Miasto (3)";-2,8;-1,6;-3,1;-4,0;
2814042;"Dywity (2)";10,5;14,4;15,3;27,0;
2814052;"Gietrzwałd (2)";5,5;14,9;7,1;9,7;
2814063;"Jeziorany (3)";-10,1;-3,5;-6,8;-8,9;
2814072;"Jonkowo (2)";13,1;10,3;6,1;6,5;
2814082;"Kolno (2)";-11,9;-6,4;-7,8;-12,0;
2814093;"Olsztynek (3)";-1,9;-2,6;-2,9;-0,9;
2814102;"Purda (2)";4,8;0,5;7,0;6,1;
2814112;"Stawiguda (2)";46,5;47,0;75,9;71,3;
2814122;"Świątki (2)";-0,5;-5,3;-12,6;-10,1;
2815011;"Ostróda (1)";-6,3;-1,3;-3,9;-2,2;
2815022;"Dąbrówno (2)";-7,3;-7,6;-9,2;-1,9;
2815032;"Grunwald (2)";-9,7;-7,4;-7,9;-4,1;
2815042;"Łukta (2)";-0,7;-0,9;-2,5;-5,4;
2815052;"Małdyty (2)";-6,9;-5,4;-3,8;-4,3;
2815063;"Miłakowo (3)";-4,1;-8,2;-9,6;-5,3;
2815073;"Miłomłyn (3)";-3,0;-2,2;0,6;-2,2;
2815083;"Morąg (3)";-5,6;-5,8;-7,1;-8,0;
2815092;"Ostróda (2)";3,3;-0,7;1,9;-0,4;
2816013;"Biała Piska (3)";-8,7;-7,3;-5,9;-10,5;
2816023;"Orzysz (3)";-6,7;-8,7;-6,7;-7,4;
2816033;"Pisz (3)";-2,7;-3,3;-2,6;-4,6;
2816043;"Ruciane-Nida (3)";-8,9;-8,5;-8,2;-6,2;
2817011;"Szczytno (1)";-4,8;-7,3;-5,0;-3,9;
2817022;"Dźwierzuty (2)";-5,7;-3,3;-4,4;-9,8;
2817032;"Jedwabno (2)";-4,4;-6,3;-3,0;-8,2;
2817043;"Pasym (3)";-1,1;-0,4;-4,8;-5,7;
2817052;"Rozogi (2)";-7,4;-4,3;-7,0;-9,5;
2817062;"Szczytno (2)";8,1;5,9;7,2;9,6;
2817072;"Świętajno (2)";-10,6;-5,9;-4,9;-11,3;
2817083;"Wielbark (3)";;;;-7,4;
2818012;"Banie Mazurskie (2)";-9,9;-13,5;-8,0;-10,8;
2818022;"Dubeninki (2)";-9,3;-6,3;-8,0;-12,3;
2818033;"Gołdap (3)";-4,5;-3,8;-4,9;-3,6;
2819012;"Budry (2)";-8,5;-12,1;-6,0;-6,7;
2819022;"Pozezdrze (2)";-4,8;1,8;-9,1;-4,3;
2819033;"Węgorzewo (3)";-6,0;-4,5;-3,6;-3,6;
2861011;"Elbląg (1)";-1,6;-1,2;-2,1;-3,1;
2862011;"Olsztyn (1)";0,2;-0,8;-2,4;-2,3;
3001011;"Chodzież (1)";-2,9;-4,1;-6,3;-6,7;
3001022;"Budzyń (2)";-2,1;-1,2;-3,7;0,0;
3001032;"Chodzież (2)";2,3;4,3;6,0;6,9;
3001043;"Margonin (3)";1,1;-0,9;2,5;-1,5;
3001053;"Szamocin (3)";-2,4;-2,4;-1,7;-1,1;
3002011;"Czarnków (1)";-5,9;-8,6;-3,3;-8,0;
3002022;"Czarnków (2)";2,3;0,2;-2,6;0,0;
3002032;"Drawsko (2)";-4,4;-4,1;-4,6;-6,5;
3002043;"Krzyż Wielkopolski (3)";-0,2;-5,7;0,3;-3,7;
3002052;"Lubasz (2)";1,5;5,5;1,7;-0,5;
3002062;"Połajewo (2)";0,3;-5,2;-0,6;0,3;
3002073;"Trzcianka (3)";-0,8;-1,2;-1,9;-1,6;
3002083;"Wieleń (3)";-3,2;-3,4;-6,9;-5,8;
3003011;"Gniezno (1)";-2,0;-1,9;-4,3;-3,6;
3003023;"Czerniejewo (3)";-2,3;-2,5;4,4;0,8;
3003032;"Gniezno (2)";16,2;14,2;23,8;21,7;
3003042;"Kiszkowo (2)";-5,0;-2,6;-0,2;-0,7;
3003053;"Kłecko (3)";-4,7;-9,1;-7,6;-8,3;
3003062;"Łubowo (2)";6,7;11,2;10,8;10,6;
3003072;"Mieleszyn (2)";-6,2;-1,5;-2,7;-4,9;
3003082;"Niechanowo (2)";4,1;3,1;1,2;3,4;
3003093;"Trzemeszno (3)";-3,4;-2,2;-4,4;-1,3;
3003103;"Witkowo (3)";-5,5;-4,2;-0,2;-8,7;
3004013;"Borek Wielkopolski (3)";-4,1;-5,1;-8,6;-8,3;
3004023;"Gostyń (3)";-2,3;-0,4;-2,1;-1,4;
3004033;"Krobia (3)";-0,8;0,0;-3,8;-2,8;
3004042;"Pępowo (2)";-5,9;-3,0;-2,2;-6,9;
3004052;"Piaski (2)";-1,4;-6,0;-1,3;-3,0;
3004063;"Pogorzela (3)";-8,7;-3,0;-7,2;-5,8;
3004073;"Poniec (3)";-6,3;-7,1;-3,7;-3,1;
3005012;"Granowo (2)";-3,4;2,2;1,2;-9,2;
3005023;"Grodzisk Wielkopolski (3)";1,6;4,1;2,1;0,2;
3005032;"Kamieniec (2)";-3,7;-5,2;-4,0;-5,2;
3005043;"Rakoniewice (3)";-3,0;0,5;-1,3;-6,5;
3005053;"Wielichowo (3)";-2,6;-8,2;-2,2;-0,7;
3006013;"Jaraczewo (3)";-5,0;-4,8;-13,1;-5,9;
3006023;"Jarocin (3)";-1,6;-3,2;4,6;-2,0;
3006032;"Kotlin (2)";7,7;4,8;-8,0;1,5;
3006043;"Żerków (3)";-1,8;-2,0;-6,0;-7,0;
3007012;"Blizanów (2)";3,0;2,1;-2,8;3,0;
3007022;"Brzeziny (2)";-0,5;0,3;-4,1;-5,8;
3007032;"Ceków-Kolonia (2)";-3,5;-2,7;-1,2;-6,5;
3007042;"Godziesze Wielkie (2)";5,9;6,3;6,3;5,4;
3007052;"Koźminek (2)";-2,8;-1,9;-3,5;0,0;
3007062;"Lisków (2)";-0,4;-5,1;1,7;-2,9;
3007072;"Mycielin (2)";-2,2;-8,1;-4,7;-0,2;
3007083;"Opatówek (3)";;2,9;-1,4;-0,5;
3007093;"Stawiszyn (3)";-0,6;-0,6;-3,0;-3,1;
3007102;"Szczytniki (2)";-3,3;-2,0;-4,7;-5,4;
3007112;"Żelazków (2)";3,0;2,4;5,9;5,4;
3008012;"Baranów (2)";5,5;-0,8;0,8;0,8;
3008022;"Bralin (2)";3,3;2,0;-6,2;0,8;
3008033;"Kępno (3)";-4,1;-2,4;-0,8;-2,0;
3008042;"Łęka Opatowska (2)";-0,6;-5,3;-1,9;5,3;
3008052;"Perzów (2)";-4,0;-4,8;5,0;-2,4;
3008062;"Rychtal (2)";-1,8;-5,7;-10,2;-6,5;
3008072;"Trzcinica (2)";-1,6;3,0;4,7;1,6;
3009011;"Koło (1)";-7,5;-7,2;-4,0;-9,4;
3009022;"Babiak (2)";-2,5;-3,8;-5,4;-6,1;
3009032;"Chodów (2)";-10,3;-17,4;-2,9;-14,4;
3009043;"Dąbie (3)";-2,8;-5,3;-7,4;-5,7;
3009052;"Grzegorzew (2)";-1,6;-0,2;-0,4;-0,7;
3009063;"Kłodawa (3)";-4,6;-3,7;-5,7;-5,7;
3009072;"Koło (2)";5,2;2,1;2,7;3,5;
3009082;"Kościelec (2)";6,7;2,3;-3,5;3,1;
3009092;"Olszówka (2)";-2,6;-0,4;-6,8;-0,7;
3009102;"Osiek Mały (2)";5,0;-0,3;3,9;-4,1;
3009113;"Przedecz (3)";-6,4;-6,7;-5,0;-1,0;
3010013;"Golina (3)";2,6;8,2;3,7;1,6;
3010022;"Grodziec (2)";2,3;-8,2;1,3;-3,1;
3010032;"Kazimierz Biskupi (2)";2,5;-2,4;-1,9;2,2;
3010043;"Kleczew (3)";-2,2;0,5;-1,5;-4,1;
3010052;"Kramsk (2)";1,2;6,5;5,5;4,6;
3010062;"Krzymów (2)";3,0;5,2;3,3;6,3;
3010073;"Rychwał (3)";-7,4;-3,2;-4,1;-7,6;
3010082;"Rzgów (2)";2,9;4,8;1,2;-1,0;
3010092;"Skulsk (2)";-2,6;-4,5;-2,1;-5,9;
3010103;"Sompolno (3)";-2,3;1,7;-2,1;-0,5;
3010112;"Stare Miasto (2)";8,7;2,7;6,5;9,1;
3010123;"Ślesin (3)";-1,4;0,7;1,5;0,7;
3010132;"Wierzbinek (2)";-6,3;-8,1;-6,7;-10,3;
3010142;"Wilczyn (2)";-3,8;-4,1;-8,0;-2,6;
3011011;"Kościan (1)";-2,3;-1,0;-0,4;-1,9;
3011023;"Czempiń (3)";-2,0;2,0;-1,0;-0,6;
3011032;"Kościan (2)";3,5;-0,1;-0,1;2,6;
3011043;"Krzywiń (3)";-1,4;-5,5;-5,2;-8,0;
3011053;"Śmigiel (3)";-2,7;-2,8;-5,1;-3,7;
3012011;"Sulmierzyce (1)";-7,9;-2,8;-5,2;-5,6;
3012023;"Kobylin (3)";-8,3;-6,0;-3,9;-1,5;
3012033;"Koźmin Wielkopolski (3)";-0,9;-4,1;-5,8;-3,8;
3012043;"Krotoszyn (3)";-1,9;-0,7;-3,4;-4,1;
3012052;"Rozdrażew (2)";-0,4;-1,0;-6,5;-3,7;
3012063;"Zduny (3)";2,4;2,7;3,2;3,3;
3013012;"Krzemieniewo (2)";-4,6;-6,5;-1,7;-7,1;
3013022;"Lipno (2)";14,8;17,6;19,1;27,3;
3013033;"Osieczna (3)";4,0;4,4;3,8;5,7;
3013043;"Rydzyna (3)";17,8;15,4;14,7;14,6;
3013052;"Święciechowa (2)";9,2;5,2;9,1;10,2;
3013062;"Wijewo (2)";-4,5;-0,3;-0,3;0,8;
3013072;"Włoszakowice (2)";5,2;2,9;6,6;5,2;
3014012;"Chrzypsko Wielkie (2)";-1,8;-0,6;-4,2;-3,3;
3014022;"Kwilcz (2)";0,5;-8,8;-0,9;-0,3;
3014033;"Międzychód (3)";-2,1;-3,3;-2,2;-1,4;
3014043;"Sieraków (3)";-2,8;-1,0;-4,0;-3,9;
3015012;"Kuślin (2)";-10,8;-4,2;-1,1;-5,6;
3015023;"Lwówek (3)";-9,7;-2,9;-3,4;-4,7;
3015032;"Miedzichowo (2)";-3,3;-2,7;2,2;-4,6;
3015043;"Nowy Tomyśl (3)";4,1;3,6;4,2;3,3;
3015053;"Opalenica (3)";-0,9;-2,9;-4,9;-1,7;
3015063;"Zbąszyń (3)";0,8;0,6;-0,3;-0,4;
3016013;"Oborniki (3)";1,6;-0,8;-0,7;-0,6;
3016023;"Rogoźno (3)";0,1;2,0;-0,4;-0,9;
3016032;"Ryczywół (2)";-7,2;-1,4;-7,3;-5,5;
3017011;"Ostrów Wielkopolski (1)";-2,3;-1,9;-2,1;-0,9;
3017023;"Nowe Skalmierzyce (3)";2,6;2,7;1,9;4,1;
3017033;"Odolanów (3)";1,2;-0,4;0,1;-1,9;
3017042;"Ostrów Wielkopolski (2)";1,5;1,9;0,1;0,9;
3017052;"Przygodzice (2)";0,3;3,3;-0,7;2,6;
3017063;"Raszków (3)";0,6;-0,3;-1,6;-5,8;
3017072;"Sieroszewice (2)";-2,2;-1,0;-3,0;-2,1;
3017082;"Sośnie (2)";-3,9;-7,0;-2,0;-5,3;
3018012;"Czajków (2)";1,6;-2,4;-2,4;-6,0;
3018022;"Doruchów (2)";1,7;2,4;1,1;-3,5;
3018033;"Grabów nad Prosną (3)";4,2;2,0;4,5;0,6;
3018042;"Kobyla Góra (2)";-1,5;5,8;-1,1;2,4;
3018052;"Kraszewice (2)";-3,0;-2,8;-5,5;1,7;
3018063;"Mikstat (3)";-2,3;-5,8;-5,1;-4,6;
3018073;"Ostrzeszów (3)";-0,8;-1,1;0,6;-1,2;
3019011;"Piła (1)";-2,0;-1,7;-3,7;-4,5;
3019022;"Białośliwie (2)";-5,5;-8,9;-7,0;-7,0;
3019032;"Kaczory (2)";-3,6;-1,1;0,8;-5,5;
3019043;"Łobżenica (3)";-8,6;-8,2;-3,8;-6,3;
3019052;"Miasteczko Krajeńskie (2)";-4,6;-6,8;-3,1;-2,8;
3019062;"Szydłowo (2)";11,5;9,0;9,0;10,2;
3019073;"Ujście (3)";-3,8;-1,8;-5,7;1,4;
3019083;"Wyrzysk (3)";-2,5;-5,6;-3,9;-7,0;
3019093;"Wysoka (3)";-7,9;-7,5;-10,5;-16,0;
3020013;"Chocz (3)";0,4;0,8;-5,5;-4,8;
3020022;"Czermin (2)";0,8;-6,3;-1,8;1,2;
3020033;"Dobrzyca (3)";-3,5;-3,9;-4,5;-3,2;
3020042;"Gizałki (2)";-3,7;-1,1;-2,2;-12,3;
3020052;"Gołuchów (2)";1,3;3,1;2,6;3,3;
3020063;"Pleszew (3)";-3,7;-2,3;-1,9;-4,1;
3021011;"Luboń (1)";7,3;4,5;2,5;2,9;
3021021;"Puszczykowo (1)";-1,0;3,3;4,2;1,5;
3021033;"Buk (3)";2,3;0,1;0,3;2,1;
3021042;"Czerwonak (2)";5,7;2,2;1,3;1,3;
3021052;"Dopiewo (2)";31,7;35,9;31,1;41,6;
3021062;"Kleszczewo (2)";26,5;19,8;44,4;41,0;
3021072;"Komorniki (2)";33,8;30,1;30,2;27,6;
3021083;"Kostrzyn (3)";7,2;5,9;6,9;9,4;
3021093;"Kórnik (3)";29,4;35,9;39,6;40,1;
3021103;"Mosina (3)";14,0;13,6;16,6;9,6;
3021113;"Murowana Goślina (3)";-2,5;-1,8;-0,5;0,8;
3021123;"Pobiedziska (3)";7,7;3,0;4,6;9,7;
3021132;"Rokietnica (2)";28,2;34,4;42,7;40,4;
3021143;"Stęszew (3)";3,4;-1,9;0,9;5,2;
3021152;"Suchy Las (2)";10,7;17,1;24,7;25,6;
3021163;"Swarzędz (3)";12,0;13,4;11,7;12,0;
3021172;"Tarnowo Podgórne (2)";26,3;22,4;28,1;31,3;
3022013;"Bojanowo (3)";-4,0;-8,3;-4,8;-1,5;
3022023;"Jutrosin (3)";-2,7;-1,8;-6,4;-7,6;
3022033;"Miejska Górka (3)";-4,2;-7,8;-5,2;-4,4;
3022042;"Pakosław (2)";-3,6;4,4;-2,1;4,3;
3022053;"Rawicz (3)";1,4;1,1;2,4;-1,0;
3023011;"Słupca (1)";-7,4;-3,8;-3,5;-8,2;
3023022;"Lądek (2)";-1,2;-2,1;-1,4;-0,7;
3023032;"Orchowo (2)";-7,5;-14,3;-5,2;-7,9;
3023042;"Ostrowite (2)";-4,7;-5,2;-2,7;-5,9;
3023052;"Powidz (2)";11,7;2,6;1,3;7,3;
3023062;"Słupca (2)";6,6;3,2;1,6;3,7;
3023072;"Strzałkowo (2)";1,0;-0,1;-1,9;-0,4;
3023083;"Zagórów (3)";-2,2;-0,9;-3,8;-4,8;
3024011;"Obrzycko (1)";-10,1;8,4;5,9;3,8;
3024022;"Duszniki (2)";5,2;7,9;4,8;9,4;
3024032;"Kaźmierz (2)";9,2;12,5;12,4;18,7;
3024042;"Obrzycko (2)";7,8;3,5;-6,5;-0,9;
3024053;"Ostroróg (3)";-1,2;-2,8;-8,8;-5,5;
3024063;"Pniewy (3)";-1,1;-0,4;0,6;-1,8;
3024073;"Szamotuły (3)";4,6;2,0;3,4;4,3;
3024083;"Wronki (3)";-1,4;0,1;-0,5;-2,0;
3025012;"Dominowo (2)";3,3;-1,7;4,0;12,7;
3025022;"Krzykosy (2)";0,6;4,4;1,7;9,3;
3025032;"Nowe Miasto nad Wartą (2)";-5,2;-2,7;-1,8;-3,4;
3025043;"Środa Wielkopolska (3)";3,5;4,0;2,6;4,2;
3025052;"Zaniemyśl (2)";4,4;6,7;4,2;0,7;
3026012;"Brodnica (2)";-4,3;2,0;-7,0;0,2;
3026023;"Dolsk (3)";-1,0;-0,8;-3,4;-2,2;
3026033;"Książ Wielkopolski (3)";-5,8;-7,8;-7,0;-6,5;
3026043;"Śrem (3)";1,1;0,1;1,1;1,3;
3027011;"Turek (1)";-10,0;-7,5;-8,5;-11,3;
3027022;"Brudzew (2)";0,3;-3,0;-1,0;0,0;
3027033;"Dobra (3)";-2,3;2,4;-0,8;-6,2;
3027042;"Kawęczyn (2)";-0,4;-1,0;-2,3;-4,0;
3027052;"Malanów (2)";3,1;-2,0;-3,0;4,0;
3027062;"Przykona (2)";4,0;0,9;9,5;11,6;
3027073;"Tuliszków (3)";-3,0;-1,9;-5,8;-5,8;
3027082;"Turek (2)";19,3;16,3;13,3;15,3;
3027092;"Władysławów (2)";-2,7;-6,1;-3,4;-2,2;
3028011;"Wągrowiec (1)";3,5;1,5;0,5;0,0;
3028022;"Damasławek (2)";-12,3;-9,6;-5,6;-10,6;
3028033;"Gołańcz (3)";-6,1;-5,6;-9,3;-3,8;
3028042;"Mieścisko (2)";-8,6;-5,3;-3,2;-10,5;
3028053;"Skoki (3)";3,5;5,0;4,9;6,6;
3028062;"Wapno (2)";-8,7;-4,0;-3,0;-14,1;
3028072;"Wągrowiec (2)";-0,8;0,1;-2,9;5,0;
3029012;"Przemęt (2)";-0,6;-2,1;-1,0;-1,4;
3029022;"Siedlec (2)";-0,9;-3,4;0,3;0,4;
3029033;"Wolsztyn (3)";-0,5;0,1;-3,5;-1,2;
3030012;"Kołaczkowo (2)";-4,4;-6,1;-5,5;-8,3;
3030023;"Miłosław (3)";-3,9;-4,1;-5,6;-5,1;
3030033;"Nekla (3)";3,1;-1,5;6,2;4,2;
3030043;"Pyzdry (3)";-8,3;-6,9;-5,4;-8,2;
3030053;"Września (3)";1,2;4,5;5,0;7,8;
3031011;"Złotów (1)";0,0;-2,3;-0,2;1,9;
3031023;"Jastrowie (3)";-5,6;-3,9;-6,5;-6,6;
3031033;"Krajenka (3)";-2,8;-5,6;2,0;1,5;
3031042;"Lipka (2)";0,9;-2,3;-5,2;-7,2;
3031053;"Okonek (3)";-6,5;-4,3;-5,4;-10,1;
3031062;"Tarnówka (2)";-0,3;-15,7;-0,7;-9,8;
3031072;"Zakrzewo (2)";-1,4;2,0;-1,4;-11,6;
3031082;"Złotów (2)";3,6;4,9;2,0;-2,4;
3061011;"Kalisz (1)";-2,4;-2,5;-2,7;-3,2;
3062011;"Konin (1)";-6,2;-5,1;-6,7;-7,6;
3063011;"Leszno (1)";-3,6;-3,2;-5,1;-5,1;
3064011;"Poznań (1)";-3,3;-3,5;-3,5;-3,2;
3201011;"Białogard (1)";-1,3;1,6;2,9;-2,9;
3201022;"Białogard (2)";-4,9;-6,0;-13,0;-4,6;
3201033;"Karlino (3)";-1,3;-5,2;-6,5;-3,0;
3201043;"Tychowo (3)";-4,9;-7,0;-4,0;-6,9;
3202012;"Bierzwnik (2)";-1,7;-8,2;-4,9;-6,8;
3202023;"Choszczno (3)";-3,7;-4,2;-2,0;-3,7;
3202033;"Drawno (3)";-2,1;-4,9;-2,4;-4,9;
3202042;"Krzęcin (2)";-8,7;-2,6;-9,9;-7,3;
3202053;"Pełczyce (3)";-2,7;-5,9;-9,5;-4,5;
3202063;"Recz (3)";-0,5;-6,8;-9,5;-11,5;
3203013;"Czaplinek (3)";-1,2;-2,6;-2,3;-5,5;
3203023;"Drawsko Pomorskie (3)";-2,9;-2,8;-1,7;-4,6;
3203033;"Kalisz Pomorski (3)";-3,9;-5,0;-4,1;-1,5;
3203052;"Wierzchowo (2)";-6,0;-7,9;-3,3;-6,1;
3203063;"Złocieniec (3)";-0,3;-3,7;-5,3;-4,7;
3204023;"Goleniów (3)";0,4;2,4;1,4;1,7;
3204033;"Maszewo (3)";-1,7;-0,1;-2,2;-1,5;
3204043;"Nowogard (3)";0,8;0,3;-2,1;-2,7;
3204052;"Osina (2)";-3,6;-1,3;7,6;1,3;
3204062;"Przybiernów (2)";-1,4;-5,7;0,8;-3,2;
3204073;"Stepnica (3)";-1,4;5,7;1,6;0,6;
3205012;"Brojce (2)";-7,6;-2,6;-5,3;-6,4;
3205023;"Gryfice (3)";-1,0;-0,3;-0,8;-3,2;
3205032;"Karnice (2)";2,2;-8,9;-8,7;-9,0;
3205043;"Płoty (3)";-7,9;-3,6;-6,4;-7,2;
3205072;"Rewal (2)";0,0;5,9;-2,1;1,0;
3205083;"Trzebiatów (3)";-3,9;-6,7;-4,8;-2,3;
3206012;"Banie (2)";-5,3;-9,2;-3,0;-5,8;
3206023;"Cedynia (3)";-8,3;0,9;-4,2;-4,9;
