"Kod";"Nazwa";"imprezy;ogółem;2016;[szt.]";"imprezy;ogółem;2017;[szt.]";"imprezy;ogółem;2018;[szt.]";"imprezy;ogółem;2019;[szt.]";"uczestnicy imprez;ogółem;2016;[osoba]";"uczestnicy imprez;ogółem;2017;[osoba]";"uczestnicy imprez;ogółem;2018;[osoba]";"uczestnicy imprez;ogółem;2019;[osoba]";
2002032;"Dobrzyniewo Duże (2)";31;58;43;73;6070;3705;4525;9359;
2002042;"Gródek (2)";35;35;52;53;9650;12480;13300;14410;
2002052;"Juchnowiec Kościelny (2)";117;136;98;68;4145;5428;5550;7942;
2002063;"Łapy (3)";144;128;167;141;23727;22112;27207;17395;
2002073;"Michałowo (3)";68;73;20;73;12685;13440;11600;14875;
2002082;"Poświętne (2)";0;0;0;10;0;0;0;585;
2002093;"Supraśl (3)";127;80;33;22;8622;8668;4480;2905;
2002103;"Suraż (3)";17;15;22;20;2089;1400;2040;1400;
2002112;"Turośń Kościelna (2)";75;56;30;58;3099;2939;4189;2822;
2002123;"Tykocin (3)";13;15;18;40;2460;2330;2700;10795;
2002133;"Wasilków (3)";36;58;156;71;13690;5980;16300;13275;
2002143;"Zabłudów (3)";221;199;163;137;11807;8901;10785;9029;
2003011;"Bielsk Podlaski (1)";269;251;237;240;37400;35322;33872;30109;
2003021;"Brańsk (1)";21;31;34;34;10157;11452;11405;11173;
2003042;"Boćki (2)";13;18;24;18;1280;1090;1990;1350;
2003052;"Brańsk (2)";34;43;39;42;5840;4790;4460;5670;
2003062;"Orla (2)";16;18;20;37;1740;3750;2568;3895;
2003082;"Wyszki (2)";53;62;63;0;2351;2363;2490;0;
2004011;"Grajewo (1)";185;193;315;225;13541;14625;19242;26932;
2004022;"Grajewo (2)";154;55;75;62;2243;1136;1413;1293;
2004043;"Rajgród (3)";13;14;39;7;980;1280;3700;900;
2004053;"Szczuczyn (3)";65;92;116;131;11800;13640;16100;17970;
2004062;"Wąsosz (2)";30;35;47;69;2280;2430;3770;3330;
2005011;"Hajnówka (1)";173;199;191;283;44192;58211;57435;36930;
2005022;"Białowieża (2)";79;101;62;61;13415;12200;7200;4400;
2005032;"Czeremcha (2)";135;144;200;311;27510;28440;26925;41950;
2005042;"Czyże (2)";73;67;84;100;5300;5317;6128;7002;
2005052;"Dubicze Cerkiewne (2)";38;30;23;33;6638;3910;2947;2736;
2005062;"Hajnówka (2)";47;71;47;33;785;1145;893;308;
2005073;"Kleszczele (3)";231;54;293;226;5183;2414;6250;7246;
2005082;"Narew (2)";23;35;42;43;1400;2020;2500;2630;
2005092;"Narewka (2)";139;158;157;159;9343;7200;9456;9219;
2006011;"Kolno (1)";112;150;106;63;17460;21928;13592;11145;
2006022;"Grabowo (2)";21;10;30;27;2410;950;2120;1100;
2006032;"Kolno (2)";83;35;37;23;8040;2960;3190;1960;
2006042;"Mały Płock (2)";270;259;430;37;17130;12794;22336;417;
2006053;"Stawiski (3)";35;41;39;62;4054;5111;2333;3732;
2006062;"Turośl (2)";32;36;31;24;6228;4588;3966;5097;
2007013;"Jedwabne (3)";35;37;32;41;3996;4583;4260;4785;
2007022;"Łomża (2)";33;25;19;19;1860;1320;1204;1066;
2007032;"Miastkowo (2)";26;21;15;18;1306;1730;1425;1640;
2007043;"Nowogród (3)";15;11;16;15;2639;1680;2385;3563;
2007052;"Piątnica (2)";46;80;73;44;3350;5113;5338;3397;
2007072;"Śniadowo (2)";35;46;33;44;1600;2630;3840;7565;
2007092;"Zbójna (2)";15;20;18;11;3460;3370;3430;3500;
2008013;"Goniądz (3)";42;52;42;45;6753;6373;5797;4981;
2008022;"Jasionówka (2)";19;45;25;48;700;1560;930;1280;
2008032;"Jaświły (2)";20;30;33;28;1857;2301;2103;1266;
2008043;"Knyszyn (3)";34;24;22;19;2130;2760;2640;2690;
2008052;"Krypno (2)";22;22;12;16;1350;1420;1480;790;
2008063;"Mońki (3)";25;46;34;41;16500;12450;12270;13020;
2008072;"Trzcianne (2)";41;38;36;34;7884;7980;8220;7680;
2009011;"Sejny (1)";339;354;479;726;44740;44030;108369;65896;
2009022;"Giby (2)";57;40;2;11;3250;2436;35;1210;
2009032;"Krasnopol (2)";9;18;23;22;330;625;900;910;
2009042;"Puńsk (2)";76;94;92;33;15930;16290;18450;5300;
2010011;"Siemiatycze (1)";111;93;130;123;33004;24210;96200;94930;
2010023;"Drohiczyn (3)";107;108;100;116;21453;27429;19232;7236;
2010032;"Dziadkowice (2)";0;14;1;4;0;600;60;1190;
2010052;"Mielnik (2)";74;68;61;63;15256;14085;10884;14403;
2010062;"Milejczyce (2)";60;69;58;43;3430;3420;1870;3428;
2010072;"Nurzec-Stacja (2)";0;32;24;21;0;2517;2934;2248;
2011013;"Dąbrowa Białostocka (3)";59;60;49;52;34780;35000;29080;28600;
2011022;"Janów (2)";23;35;27;44;2580;3732;2956;4124;
2011032;"Korycin (2)";18;30;30;30;2700;3000;6280;4620;
2011043;"Krynki (3)";40;50;87;53;5920;2955;6981;9050;
2011052;"Kuźnica (2)";28;16;21;20;2330;870;1050;1350;
2011062;"Nowy Dwór (2)";69;47;51;57;1100;1430;2015;1970;
2011072;"Sidra (2)";15;3;3;4;966;314;422;549;
2011083;"Sokółka (3)";99;91;114;109;14630;9502;11987;9455;
2011093;"Suchowola (3)";41;41;55;68;3621;4610;5206;8990;
2011102;"Szudziałowo (2)";202;187;231;313;12072;10376;15711;24454;
2012012;"Bakałarzewo (2)";40;26;25;46;7454;3024;5018;5993;
2012022;"Filipów (2)";42;33;32;36;4800;6510;10680;8153;
2012042;"Przerośl (2)";6;5;7;7;1700;2500;2500;2500;
2012052;"Raczki (2)";29;32;36;36;4360;6120;9320;9470;
2012062;"Rutka-Tartak (2)";11;19;16;0;731;1141;1571;0;
2012072;"Suwałki (2)";41;38;46;41;1854;3127;4350;2796;
2012082;"Szypliszki (2)";14;14;10;16;1460;2350;2580;2620;
2012092;"Wiżajny (2)";25;32;51;57;2191;1901;2871;2386;
2013011;"Wysokie Mazowieckie (1)";7;22;29;27;655;1720;1405;7340;
2013023;"Ciechanowiec (3)";21;32;42;47;2700;3490;3250;3525;
2013033;"Czyżew (3)";48;54;59;66;5570;6430;6180;6430;
2013042;"Klukowo (2)";58;52;52;37;3710;3050;3050;14500;
2013072;"Nowe Piekuty (2)";12;12;17;17;1530;1490;1709;1290;
2013082;"Sokoły (2)";33;41;41;64;5225;4175;4369;6141;
2013093;"Szepietowo (3)";84;97;73;81;18550;21100;20450;19300;
2014011;"Zambrów (1)";88;90;92;87;24660;24830;25900;25550;
2014032;"Rutki (2)";11;8;11;11;984;890;1160;1025;
2014042;"Szumowo (2)";30;36;30;21;8315;4460;2820;1930;
2061011;"Białystok (1)";1720;1619;1553;1245;360284;325050;340193;269698;
2062011;"Łomża (1)";122;134;173;168;55210;83876;80564;73399;
2063011;"Suwałki (1)";419;294;320;191;127688;108386;140272;168710;
2201012;"Borzytuchom (2)";10;15;10;11;2460;2870;2520;1520;
2201023;"Bytów (3)";73;75;79;75;16970;17590;18610;16865;
2201032;"Czarna Dąbrówka (2)";278;316;329;319;10868;9519;9368;9718;
2201042;"Kołczygłowy (2)";22;23;24;21;3590;4100;4825;4500;
2201063;"Miastko (3)";179;186;209;222;18436;21920;24400;27820;
2201072;"Parchowo (2)";41;41;80;71;1150;1150;1100;12260;
2201082;"Studzienice (2)";33;41;47;46;7470;9245;9780;9790;
2201102;"Tuchomie (2)";130;65;38;52;9140;1935;2270;960;
2202011;"Chojnice (1)";180;270;157;337;49886;39045;47940;61530;
2202023;"Brusy (3)";360;291;224;175;25927;35247;20531;16636;
2202032;"Chojnice (2)";527;481;658;805;21241;21847;25184;30715;
2202043;"Czersk (3)";110;222;157;325;15666;19772;25965;58145;
2202052;"Konarzyny (2)";43;43;44;35;12740;11420;14240;11860;
2203011;"Człuchów (1)";41;47;51;33;18780;24900;25890;34950;
2203023;"Czarne (3)";129;147;125;100;12490;11810;10250;8560;
2203043;"Debrzno (3)";24;14;23;17;8530;4830;5780;4800;
2203052;"Koczała (2)";43;41;41;40;7405;4930;5270;6360;
2203062;"Przechlewo (2)";27;32;30;64;3445;4478;4888;7078;
2203072;"Rzeczenica (2)";14;45;51;63;4050;7014;2637;1787;
2204011;"Pruszcz Gdański (1)";134;138;374;72;45250;51425;59685;47224;
2204022;"Cedry Wielkie (2)";182;214;227;229;11860;12860;13683;15590;
2204042;"Pruszcz Gdański (2)";130;82;110;99;20882;9400;8597;14250;
2204052;"Przywidz (2)";20;20;10;23;2445;2445;1650;3050;
2204082;"Trąbki Wielkie (2)";122;128;143;141;9680;10527;9747;9900;
2205012;"Chmielno (2)";186;228;520;183;4140;4203;22310;22745;
2205023;"Kartuzy (3)";78;84;90;144;61470;72710;48943;58640;
2205042;"Sierakowice (2)";135;56;71;95;10970;10230;5588;8100;
2205052;"Somonino (2)";44;44;45;46;43760;46516;49000;54400;
2205072;"Sulęczyno (2)";21;10;12;51;8250;5580;6080;10310;
2205083;"Żukowo (3)";97;160;63;81;19732;20840;11500;10280;
2206011;"Kościerzyna (1)";41;30;35;23;15200;13060;13315;14050;
2206022;"Dziemiany (2)";12;12;24;62;1120;1120;2240;5080;
2206032;"Karsin (2)";110;118;122;127;11310;10650;10910;11000;
2206052;"Liniewo (2)";34;33;43;37;3890;3810;5600;4740;
2206062;"Lipusz (2)";170;153;169;173;15655;13090;13185;16865;
2206072;"Nowa Karczma (2)";74;57;63;55;7100;6500;6500;5500;
2206082;"Stara Kiszewa (2)";3;25;33;41;600;5000;5360;6705;
2207011;"Kwidzyn (1)";126;260;284;189;56500;134947;146413;87131;
2207022;"Gardeja (2)";38;34;36;36;9075;10490;13200;13290;
2207032;"Kwidzyn (2)";300;429;248;262;7326;7411;8783;8685;
2207043;"Prabuty (3)";29;75;119;38;1730;9946;8995;6390;
2207052;"Ryjewo (2)";87;94;82;75;17500;20110;19310;18840;
2208011;"Lębork (1)";47;38;33;36;4450;3010;5040;6130;
2208032;"Cewice (2)";65;57;58;46;5540;4940;4617;3688;
2208042;"Nowa Wieś Lęborska (2)";107;89;84;75;17100;15400;14200;14030;
2208052;"Wicko (2)";53;51;19;23;6900;6950;4630;2555;
2209011;"Malbork (1)";115;182;92;369;29800;40420;22355;42290;
2209032;"Lichnowy (2)";132;110;104;117;2133;1961;2410;2092;
2209042;"Malbork (2)";37;34;37;15;350;420;360;193;
2209062;"Miłoradz (2)";70;29;41;42;6800;8080;8570;8830;
2209073;"Nowy Staw (3)";562;570;98;122;25845;35035;16935;12980;
2209082;"Stare Pole (2)";65;67;67;69;3520;3750;3920;3810;
2210023;"Nowy Dwór Gdański (3)";50;252;225;70;13480;21120;16710;27280;
2210032;"Ostaszewo (2)";22;23;25;19;4325;3612;3686;1590;
2210042;"Stegna (2)";101;21;61;243;27770;2640;5040;7420;
2211023;"Jastarnia (3)";;10;40;9;;4720;7460;2560;
2211043;"Władysławowo (3)";26;34;42;63;36598;39617;42652;59660;
2211052;"Kosakowo (2)";0;46;57;15;0;11790;13250;650;
2211062;"Krokowa (2)";112;17;110;123;13830;2750;9600;17144;
2211072;"Puck (2)";650;609;837;519;29779;29602;30130;26115;
2212011;"Ustka (1)";132;128;138;143;7114;7012;9722;9815;
2212022;"Damnica (2)";35;33;22;18;2492;11268;2470;1980;
2212032;"Dębnica Kaszubska (2)";23;14;2;0;6870;7110;300;0;
2212042;"Główczyce (2)";566;633;510;495;9701;10099;6244;6094;
2212053;"Kępice (3)";124;88;129;121;9830;5580;6590;7710;
2212062;"Kobylnica (2)";368;239;270;318;62181;49983;18765;18638;
2212072;"Potęgowo (2)";216;179;190;186;12970;13900;18300;19800;
2212082;"Słupsk (2)";392;392;390;438;32475;32475;11445;21580;
2212092;"Smołdzino (2)";52;67;67;109;1291;2425;1315;3300;
2212102;"Ustka (2)";112;126;164;129;3022;2289;2807;2768;
2213021;"Skórcz (1)";29;32;31;28;1020;1630;1710;1960;
2213031;"Starogard Gdański (1)";162;263;286;314;130876;135835;63437;57944;
2213042;"Bobowo (2)";8;24;20;25;1650;2450;8200;12080;
2213052;"Kaliska (2)";55;70;100;131;4800;5396;5754;5675;
2213062;"Lubichowo (2)";0;0;26;36;0;0;1150;1210;
2213093;"Skarszewy (3)";40;44;48;64;3300;8000;8886;12185;
2213112;"Smętowo Graniczne (2)";19;19;19;20;1900;1900;1900;2080;
2213122;"Starogard Gdański (2)";77;98;116;86;3465;4185;5065;2690;
2213132;"Zblewo (2)";31;42;39;27;5700;7137;8178;6870;
2214011;"Tczew (1)";216;285;270;265;54069;55208;53308;48410;
2214032;"Morzeszczyn (2)";150;157;190;580;8303;7150;9100;13900;
2214043;"Pelplin (3)";35;35;35;40;2800;2800;2800;2470;
2214052;"Subkowy (2)";42;43;58;68;4325;5266;6048;4865;
2215011;"Reda (1)";18;41;30;24;2160;3995;2920;2772;
2215021;"Rumia (1)";129;137;125;153;21470;14905;11675;20830;
2215031;"Wejherowo (1)";199;284;338;313;45661;78278;94141;77056;
2215052;"Gniewino (2)";127;139;121;123;18495;28618;22500;19481;
2215062;"Linia (2)";41;47;57;60;4147;5030;3426;5070;
2215072;"Luzino (2)";22;22;24;21;23280;22464;25420;21800;
2215082;"Łęczyce (2)";214;286;243;193;8124;10325;7787;8440;
2215092;"Szemud (2)";24;24;25;26;8582;6490;6330;6192;
2215102;"Wejherowo (2)";126;91;161;101;14073;11671;13441;13688;
2216013;"Dzierzgoń (3)";30;31;36;28;18220;19250;6600;5390;
2216022;"Mikołajki Pomorskie (2)";39;31;36;27;12180;7580;4500;4180;
2216032;"Stary Dzierzgoń (2)";13;15;12;11;1100;1300;1070;1060;
2216042;"Stary Targ (2)";51;42;46;48;1470;1960;1990;2150;
2216053;"Sztum (3)";148;64;4;88;29520;10050;900;8500;
2261011;"Gdańsk (1)";2312;2376;2548;2334;327594;340230;296737;313542;
2262011;"Gdynia (1)";5741;447;332;509;181200;156082;167935;75219;
2263011;"Słupsk (1)";371;421;279;366;51960;59410;65621;52692;
2264011;"Sopot (1)";11;10;8;9;70;80;70;65;
2401011;"Będzin (1)";137;85;58;56;31724;36084;22483;22269;
2401021;"Czeladź (1)";76;39;82;69;4020;3140;3600;2890;
2401031;"Wojkowice (1)";54;53;57;53;11369;10682;8271;7483;
2401042;"Bobrowniki (2)";114;72;119;267;27390;20289;22332;24945;
2401052;"Mierzęcice (2)";25;36;43;27;1600;2280;3035;4065;
2401062;"Psary (2)";53;45;42;101;6820;6275;5425;8160;
2401073;"Siewierz (3)";64;63;67;85;28913;19940;21260;26940;
2401081;"Sławków (1)";91;112;154;78;11920;14079;13647;9713;
2402011;"Szczyrk (1)";45;78;77;77;27350;54700;58580;59238;
2402022;"Bestwina (2)";39;24;68;66;5510;3800;11600;11600;
2402032;"Buczkowice (2)";49;49;50;43;12670;12850;13100;14685;
2402043;"Czechowice-Dziedzice (3)";144;101;99;145;14315;13285;11900;16055;
2402052;"Jasienica (2)";153;153;156;155;12145;12145;12310;11900;
2402062;"Jaworze (2)";220;196;108;100;12970;12770;10640;11892;
2402072;"Kozy (2)";88;90;103;127;16911;22930;17293;17669;
2402082;"Porąbka (2)";11;15;16;17;1960;2600;3740;3860;
2402093;"Wilamowice (3)";118;82;85;66;14728;11018;11264;10917;
2402102;"Wilkowice (2)";184;198;161;165;7856;8136;7220;7790;
2403011;"Cieszyn (1)";382;308;325;659;71195;39988;251938;173234;
2403021;"Ustroń (1)";154;172;195;194;27550;33900;41470;37050;
2403031;"Wisła (1)";55;48;41;74;49000;45800;25700;61000;
2403042;"Brenna (2)";109;94;85;99;33990;38490;39600;43200;
2403052;"Chybie (2)";38;38;58;33;6210;6210;7000;5000;
2403062;"Dębowiec (2)";43;42;2;40;8116;5160;100;3018;
2403072;"Goleszów (2)";38;31;40;36;1911;3907;4419;2570;
2403082;"Hażlach (2)";45;47;33;30;5188;11992;14226;4260;
2403092;"Istebna (2)";37;42;51;43;4260;6710;6975;8750;
2403103;"Skoczów (3)";93;148;122;115;20530;25850;31485;35940;
2403113;"Strumień (3)";131;97;108;117;12738;12108;18120;18124;
2403122;"Zebrzydowice (2)";50;51;58;58;5183;5287;4380;4968;
2404013;"Blachownia (3)";47;42;44;47;5329;4790;6705;5390;
2404022;"Dąbrowa Zielona (2)";51;50;55;54;10720;11070;14550;14610;
2404032;"Janów (2)";20;34;48;38;1070;10300;21320;17379;
2404042;"Kamienica Polska (2)";32;36;23;25;1020;1900;1132;1200;
2404052;"Kłomnice (2)";28;37;31;31;4620;2530;5360;7340;
2404063;"Koniecpol (3)";12;12;46;26;1480;1730;5000;7660;
2404072;"Konopiska (2)";15;26;26;12;15120;5000;5000;6700;
2404092;"Lelów (2)";52;42;50;47;39003;39159;27510;14130;
2404102;"Mstów (2)";10;8;6;8;5050;5000;6000;5500;
2404112;"Mykanów (2)";40;41;93;106;1230;2800;4559;6585;
2404122;"Olsztyn (2)";33;38;38;19;10335;10570;10570;5000;
2404132;"Poczesna (2)";32;45;61;68;3360;2573;2290;2163;
2404142;"Przyrów (2)";31;25;14;14;3000;850;2470;3350;
2404152;"Rędziny (2)";65;46;41;42;8510;5620;4990;3220;
2405011;"Knurów (1)";76;111;105;124;10105;12761;13021;14602;
2405021;"Pyskowice (1)";32;223;259;317;7671;27110;31450;40780;
2405032;"Gierałtowice (2)";18;27;45;46;805;4860;2465;3885;
2405042;"Pilchowice (2)";73;98;115;127;7880;8720;11250;12068;
2405052;"Rudziniec (2)";48;31;24;37;3449;7270;12034;5500;
2405073;"Toszek (3)";68;82;71;52;21463;19819;21634;12880;
2405082;"Wielowieś (2)";34;36;18;20;5250;5575;2470;2470;
2406013;"Kłobuck (3)";61;104;82;94;9073;10297;18044;19362;
2406023;"Krzepice (3)";42;64;55;54;8840;6870;7900;7850;
2406032;"Lipie (2)";6;10;11;26;271;1186;1630;1340;
2406042;"Miedźno (2)";26;28;64;47;2435;2410;5284;5720;
2406062;"Panki (2)";0;25;22;58;0;10795;4605;7480;
2406082;"Przystajń (2)";21;20;19;16;2870;3590;3445;3160;
2406092;"Wręczyca Wielka (2)";49;44;42;43;13421;9359;13273;12809;
2407011;"Lubliniec (1)";65;66;84;74;11318;17499;17840;14936;
2407022;"Boronów (2)";23;23;20;18;5900;6670;7580;5550;
2407032;"Ciasna (2)";3;4;9;9;1500;1300;1700;4250;
2407042;"Herby (2)";0;0;0;27;0;0;0;1035;
2407052;"Kochanowice (2)";21;21;24;18;5870;3993;4736;2880;
2407062;"Koszęcin (2)";66;66;65;68;9173;7215;8120;7320;
2407083;"Woźniki (3)";67;66;76;71;7415;7290;8390;8330;
2408011;"Łaziska Górne (1)";113;114;116;99;13380;13850;14430;14338;
2408021;"Mikołów (1)";64;70;73;71;12590;18526;18726;16798;
2408031;"Orzesze (1)";339;890;521;138;20825;41126;36883;31427;
2408042;"Ornontowice (2)";88;51;58;47;4913;3219;3612;2165;
2408052;"Wyry (2)";40;33;27;27;3156;3789;3065;2497;
2409011;"Myszków (1)";54;83;98;87;16832;21524;26402;21082;
2409023;"Koziegłowy (3)";37;26;37;47;12050;4680;7150;17610;
2409032;"Niegowa (2)";39;45;30;39;5174;6206;1860;1670;
2409042;"Poraj (2)";45;44;40;42;31210;29540;29810;29820;
2409053;"Żarki (3)";74;110;100;100;3750;7350;8000;8000;
2410012;"Goczałkowice-Zdrój (2)";57;46;35;43;13450;16003;12630;15771;
2410022;"Kobiór (2)";53;46;41;43;2643;2647;1996;2922;
2410032;"Miedźna (2)";59;56;50;64;5260;7825;6701;10213;
2410042;"Pawłowice (2)";155;121;140;127;12776;16886;26222;18738;
2410053;"Pszczyna (3)";102;105;104;130;13363;13464;13375;16915;
2410062;"Suszec (2)";93;80;109;100;15142;16756;16477;16759;
2411011;"Racibórz (1)";264;256;289;321;72996;71968;79867;85584;
2411022;"Kornowac (2)";104;66;79;61;3953;1731;2197;1686;
2411033;"Krzanowice (3)";67;70;50;42;3925;4385;3575;3160;
2411042;"Krzyżanowice (2)";0;0;13;12;0;0;600;525;
2411053;"Kuźnia Raciborska (3)";79;72;81;71;18229;8840;18070;14800;
2411062;"Nędza (2)";84;65;51;106;983;561;1359;3511;
2412013;"Czerwionka-Leszczyny (3)";462;398;408;367;52430;56189;56330;63431;
2412022;"Gaszowice (2)";24;25;44;38;4180;1654;7150;1302;
2412052;"Świerklany (2)";73;76;28;39;19215;17195;15290;8180;
2413011;"Kalety (1)";41;26;23;29;4323;4330;5048;6093;
2413021;"Miasteczko Śląskie (1)";51;72;80;87;11900;12401;17473;17900;
2413031;"Radzionków (1)";114;107;130;146;15910;15740;22110;22940;
2413041;"Tarnowskie Góry (1)";160;315;508;338;19750;87613;68527;83953;
2413052;"Krupski Młyn (2)";71;43;46;57;4545;3955;4900;5227;
2413062;"Ożarowice (2)";54;65;94;70;5687;7127;3434;2738;
2413072;"Świerklaniec (2)";39;34;36;37;8386;10310;10860;10920;
2413082;"Tworóg (2)";38;37;75;40;3900;6190;4750;6490;
2414011;"Bieruń (1)";60;41;46;51;16750;21282;27470;13194;
2414021;"Imielin (1)";81;91;91;105;14740;16428;8340;9397;
2414031;"Lędziny (1)";144;158;155;60;15353;21404;17123;8842;
2414052;"Chełm Śląski (2)";8;13;13;20;600;950;920;1500;
2415011;"Pszów (1)";28;28;32;26;4366;3707;5578;3706;
2415021;"Radlin (1)";120;167;129;153;21062;32964;29500;33100;
2415031;"Rydułtowy (1)";93;253;163;165;13666;26871;26902;26902;
2415041;"Wodzisław Śląski (1)";57;79;142;122;38765;44125;58616;52390;
2415052;"Godów (2)";220;276;191;125;13030;14600;19160;6820;
2415062;"Gorzyce (2)";301;171;213;275;21211;10969;14542;12135;
2415072;"Lubomia (2)";95;72;99;99;6750;6910;3334;3340;
2415092;"Mszana (2)";123;77;61;52;9070;8400;8610;6154;
2416011;"Poręba (1)";26;104;104;94;1011;2483;3121;3290;
2416021;"Zawiercie (1)";40;143;160;230;1380;43558;42312;74828;
2416042;"Kroczyce (2)";14;17;17;20;1865;3070;7840;5496;
2416053;"Łazy (3)";86;137;148;132;11590;17680;16150;18060;
2416063;"Ogrodzieniec (3)";69;47;38;36;1615;2452;2841;8250;
2416083;"Szczekociny (3)";62;68;65;65;6700;6900;6375;7210;
2416092;"Włodowice (2)";79;83;94;84;4040;3850;4240;4040;
2416102;"Żarnowiec (2)";36;34;27;32;9500;10970;9870;7170;
2417011;"Żywiec (1)";278;293;313;372;91720;64073;62280;52824;
2417022;"Czernichów (2)";0;17;19;7;0;6158;3828;1892;
2417032;"Gilowice (2)";62;48;46;53;17404;14240;11220;14572;
2417042;"Jeleśnia (2)";211;215;232;235;10360;10700;10500;13700;
2417052;"Koszarawa (2)";0;0;52;14;0;0;3775;1118;
2417072;"Łękawica (2)";29;39;7;5;3340;6129;1670;1765;
2417082;"Łodygowice (2)";36;41;35;47;13450;8110;8975;8525;
2417092;"Milówka (2)";50;49;84;58;11966;9990;7924;13090;
2417102;"Radziechowy-Wieprz (2)";47;57;20;28;4003;4163;14500;6700;
2417112;"Rajcza (2)";55;49;50;50;9940;10800;3920;3640;
2417122;"Ślemień (2)";7;10;18;17;2200;2500;2500;2450;
2417132;"Świnna (2)";22;31;25;27;8480;9400;8560;9320;
2417142;"Ujsoły (2)";40;45;36;46;20690;21600;20880;21791;
2417152;"Węgierska Górka (2)";109;102;113;83;30800;24100;29700;29030;
2461011;"Bielsko-Biała (1)";1134;1227;1229;1199;445606;442669;448184;421890;
2462011;"Bytom (1)";334;471;277;403;64544;69025;37415;143014;
2463011;"Chorzów (1)";814;835;664;768;276932;213436;216398;211711;
2464011;"Częstochowa (1)";1019;1022;1018;997;102030;49639;87550;52608;
2465011;"Dąbrowa Górnicza (1)";531;744;800;723;51184;109579;109141;105747;
2467011;"Jastrzębie-Zdrój (1)";495;456;466;451;63173;45691;45936;29248;
2468011;"Jaworzno (1)";893;935;901;851;80878;77850;78839;80704;
2469011;"Katowice (1)";3835;3631;3530;4003;471896;451225;494961;564358;
2470011;"Mysłowice (1)";1178;1101;968;983;47360;50480;57380;77150;
2471011;"Piekary Śląskie (1)";377;392;399;249;42132;53911;59219;29834;
2472011;"Ruda Śląska (1)";291;418;459;336;43476;67164;68220;59015;
2473011;"Rybnik (1)";981;1067;1423;1251;205444;136173;308244;399679;
2474011;"Siemianowice Śląskie (1)";760;768;811;726;102579;97386;123100;111701;
2475011;"Sosnowiec (1)";592;802;431;586;30795;115860;123654;116723;
2476011;"Świętochłowice (1)";181;200;141;111;36348;42008;37166;30519;
2477011;"Tychy (1)";419;431;527;870;84958;83939;129035;114844;
2478011;"Zabrze (1)";426;400;481;545;51233;51189;52413;107494;
2479011;"Żory (1)";1068;970;797;612;133160;116997;73461;106740;
2601013;"Busko-Zdrój (3)";386;386;257;315;149153;145870;142166;81618;
2601033;"Nowy Korczyn (3)";;;;69;;;;8200;
2601043;"Pacanów (3)";;;;171;;;;112564;
2601052;"Solec-Zdrój (2)";13;23;56;31;1518;2230;3440;3630;
2601063;"Stopnica (3)";111;79;105;79;7007;6472;8183;5821;
2601072;"Tuczępy (2)";7;7;9;30;443;560;900;1113;
2602023;"Jędrzejów (3)";102;186;256;247;24684;32730;42220;33875;
2602033;"Małogoszcz (3)";66;63;75;66;12581;12010;15210;16615;
2602063;"Sędziszów (3)";97;91;125;147;28200;25700;27850;29460;
2602082;"Sobków (2)";87;79;57;58;1657;1035;805;770;
2603012;"Bejsce (2)";26;7;8;8;580;420;290;300;
2603033;"Kazimierza Wielka (3)";8;30;28;10;4500;6634;8198;3550;
2603053;"Skalbmierz (3)";17;31;112;16;7970;3330;2380;1120;
2604012;"Bieliny (2)";88;92;69;57;42000;36510;38400;34200;
2604023;"Bodzentyn (3)";33;44;47;50;7600;5040;6550;7800;
2604033;"Chęciny (3)";60;132;76;0;15830;25740;8990;0;
2604043;"Chmielnik (3)";87;109;85;87;22850;23900;25400;25450;
2604053;"Daleszyce (3)";19;18;21;21;4500;4600;4950;5100;
2604062;"Górno (2)";25;15;14;12;905;960;1030;1780;
2604073;"Łagów (3)";;;3;11;;;400;3600;
2604082;"Łopuszno (2)";38;51;43;19;3227;4094;5875;4800;
2604092;"Masłów (2)";77;74;91;106;12100;14010;17800;17260;
2604123;"Morawica (3)";;57;54;25;;4410;4302;1940;
2604133;"Nowa Słupia (3)";;;;270;;;;61850;
2604142;"Piekoszów (2)";59;76;70;104;2132;5008;3348;4955;
2604172;"Nowiny (2)";9;27;26;11;1750;4600;3900;740;
2604182;"Strawczyn (2)";8;10;14;18;310;340;830;3500;
2605022;"Gowarczów (2)";2;5;12;15;850;1038;2170;2420;
2605033;"Końskie (3)";145;142;149;118;22040;22110;22950;6470;
2605083;"Stąporków (3)";43;55;62;72;12013;2963;5165;18827;
2606022;"Iwaniska (2)";0;32;20;11;0;1946;1700;1200;
2606032;"Lipnik (2)";8;12;10;12;1400;570;1710;1690;
2606043;"Opatów (3)";69;75;67;102;7575;11030;6820;14610;
2606053;"Ożarów (3)";55;187;186;55;5930;6503;7656;4010;
2606062;"Sadowie (2)";13;11;14;7;978;836;1047;252;
2606072;"Tarłów (2)";0;2;2;7;0;100;200;2000;
2607011;"Ostrowiec Świętokrzyski (1)";120;114;121;95;44763;52020;57370;51120;
2607043;"Ćmielów (3)";25;33;22;23;21600;5430;5064;5150;
2607062;"Waśniów (2)";8;8;9;11;2190;2390;2500;2550;
2608013;"Działoszyce (3)";52;47;40;66;3260;3050;3152;4910;
2608022;"Kije (2)";107;85;65;60;6689;6167;2720;3040;
2608043;"Pińczów (3)";169;185;196;258;34426;32214;33157;32277;
2609011;"Sandomierz (1)";109;243;247;120;16700;14600;11255;16555;
2609022;"Dwikozy (2)";29;29;29;34;11190;21300;21800;25050;
